,Country,Year,Prevalence of raised blood pressure,Mean total cholesterol (mmol/L),Mean non-HDL cholesterol (mmol/L),Mean HDL cholesterol (mmol/L),Crude diabetes prevalence,Prevalence of hypertension,Proportion of diagnosed hypertension among all hypertension,Proportion of treated hypertension among all hypertension,Proportion of controlled hypertension among all hypertension,Proportion of untreated stage 2 hypertension among all hypertension,Sex,Continent
86,AFG,2018,0.236041601,0.201778707310464,0.3219549728520453,0.3029005926738635,0.0792199704900694,0.315681066796298,0.409133815243187,0.316457008454068,0.0957381813811622,0.230049089961922,1.0,AS
87,AFG,2018,0.223382049,0.2901777197118234,0.3884430529998879,0.3912573039765884,0.0701384248151999,0.415008539551561,0.634270491106439,0.519194941659998,0.169286748792978,0.15807426849635,0.0,AS
88,AFG,2019,0.221758461,0.2813783099357746,0.3571143516770981,0.3506722066740343,0.0619223383995119,0.316330368648408,0.417720469392052,0.322849220449759,0.0986572604147212,0.230811987751989,1.0,AS
89,AFG,2019,0.227304677,0.4089437026583161,0.465281194181062,0.4509282166193141,0.0929500689647989,0.420166260779124,0.642735507963712,0.525837966931578,0.175189077917309,0.156883885872748,0.0,AS
90,AGO,1975,0.230300014,0.2865222473190475,0.3083260809728685,0.3280551639545221,0.0360542186452193,0.36153470800914,0.210348520894229,0.1220208753137043,0.0212860613158341,0.2821659070269005,1.0,AF
91,AGO,1975,0.198975331,0.2533458944058293,0.2779908803773268,0.3766119650465093,0.0287299685364212,0.3369506322592734,0.269623717280659,0.1181422949342545,0.0204157194277127,0.3840572895448875,0.0,AF
92,AGO,1976,0.230945974,0.30465019714077,0.3743927822756936,0.3228097888440766,0.0480416957654518,0.3367303569296604,0.2001586410744379,0.101391712247759,0.0323867062399016,0.2974103279035005,1.0,AF
93,AGO,1976,0.200749018,0.3848919526188815,0.4768818761222169,0.3301683187221458,0.0859416296199876,0.2781611224782075,0.232585476798583,0.1538635452337155,0.0453238443990658,0.2564161263618255,0.0,AF
94,AGO,1977,0.231623746,0.3274966336603028,0.4590505498283813,0.3731033826165728,0.0668945695041027,0.3372144010768055,0.2484877396509375,0.1530869327353,0.0370940768261948,0.2501835482134115,1.0,AF
95,AGO,1977,0.202483205,0.4648254712858424,0.4918325565391237,0.4472366892302372,0.0675395565923564,0.351368366837077,0.4017155212092059,0.278908652216435,0.0598278743581989,0.21818560446269,0.0,AF
96,AGO,1978,0.232263742,0.2285179799553376,0.2487484634860096,0.3724606804319206,0.0381866385661824,0.316681429064023,0.3034901869553815,0.1809513338002875,0.0465720806815342,0.232374826755053,1.0,AF
97,AGO,1978,0.204153723,0.5079432555846669,0.6427198603174649,0.3499690313137368,0.1367909700500595,0.319619921221899,0.303680279904626,0.209078071681677,0.0668301864885708,0.2218348007592965,0.0,AF
98,AGO,1979,0.232836854,0.2956866882483374,0.388157466816257,0.4340190248500405,0.070025811753947,0.3610935143049175,0.2584980848193715,0.1344537611163265,0.0386219688050467,0.277008074320818,1.0,AF
99,AGO,1979,0.205780379,0.3697367088866751,0.4021015650677422,0.41294114548044,0.0331618613228739,0.2883543218125785,0.303043266108888,0.2245501545349205,0.086452767744467,0.2233018345814495,0.0,AF
100,AGO,1980,0.23334762,0.1559930865853882,0.1415789139752811,0.3964435553750248,0.0166113635582979,0.29632705027035,0.2189957400939124,0.0882372214115541,0.0215933107156367,0.3819403476534815,1.0,AF
